epoch,generator_loss,discriminator_loss,gan_loss,l1_loss
1,35.79192277635847,0.34067288630775044,2.264490447981017,0.3352743230547224
2,36.07315647670201,0.3410879790357181,2.2293878405008996,0.3384376861367907
3,34.908191544669016,0.40071358041039534,1.8955278164786953,0.3301266383273261
4,34.20631747654506,0.44588231814759116,1.7410308860455241,0.3246528671469007
5,33.464878550938195,0.45274620737348287,1.621679942693029,0.31843198588916233
6,32.55608856746129,0.46685106202960014,1.5748827133008412,0.30981205778462545
7,31.548280203683035,0.4765478651012693,1.537452875971794,0.3001082729441779
8,30.853874500819614,0.48397159806319645,1.4982478141358921,0.2935562668527876
9,30.014551211765834,0.4824647906422615,1.4878874559061868,0.2852666373763766
10,29.23771000453404,0.48250072900738034,1.4678641735230173,0.2776984590291977
11,28.72326429639544,0.48160132689135415,1.456932301734175,0.2726633194514683
12,28.385524738856724,0.4888845080988748,1.4640909199203764,0.2692143380641937
13,27.97350214276995,0.49775859189885,1.4397398396687848,0.2653376229746001
14,27.489980779375347,0.4992642027139664,1.4296220290660857,0.2606035884363311
15,27.091805398123604,0.4998929512713637,1.4497680110590798,0.256420374086925
16,26.845182451520646,0.49112338917596,1.4132414840374674,0.254319409770625
17,26.44008129119873,0.5110530863489423,1.4441061576775143,0.24995975162301745
18,26.067868287222726,0.48942812289510457,1.393990010534014,0.24673878286566053
19,25.83630186353411,0.49780795987163273,1.4075928979686327,0.24428708970546723
20,25.290863151550294,0.505084276837962,1.3938846289260047,0.2389697858265468
21,24.973541019984655,0.5072479828766414,1.3893542865344457,0.2358418675831386
22,24.776800695146832,0.5067637865032468,1.3966370693274908,0.23380163669586182
23,24.28792839050293,0.5249552863410542,1.4084630790565695,0.22879465277705874
24,23.96316804068429,0.5033278217911721,1.3577972785915646,0.22605370776993888
25,23.67556231362479,0.5251854706236294,1.3623181868450982,0.22313244232109614
26,23.37576217651367,0.522492869581495,1.3290384999769074,0.2204672373192651
27,23.026471236092704,0.5216202303341457,1.3286318844982556,0.21697839358023235
28,22.669799793788364,0.5275434545108251,1.3309702114122255,0.21338829615286417
29,22.283649221147808,0.5597734181370054,1.3085449489525387,0.20975104263850622
30,22.11022003173828,0.5483507635337966,1.3327967225653785,0.20777423279626028
31,21.74406575884138,0.5202863891209875,1.2700514133487428,0.20474014350346156
32,21.510174887520925,0.5318919966902051,1.3049623445527894,0.2020521260159356
33,21.381553012302945,0.5414315760987145,1.368592693145786,0.20012960297720772
34,21.041427574157716,0.5277813878229686,1.3131214777912412,0.1972830605506897
